Part,NCode,Branch,DateTime,Type,OP,Description
110278,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110280,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110280,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 1.2w
110280,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110282,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110282,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2w
110282,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110283,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110283,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21w
110283,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110283L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Engineered for trucks and buses
110283L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24V 21W BA15s (P21W) fully road legal and ECE approved
110283L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110284,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110284,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21w
110284,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110287,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110287,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21/5w
110287,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110290,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110290,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 24w
110290,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110294,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110294,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21/5w
110294,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110300,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110300,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 24w
110300,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110306,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110306,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 21w
110306,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110314,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110314,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21w
110314,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110318,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110318,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 21/5w
110318,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110318L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,manufacturers for new cars and trucks
110318L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,P21/5W-7528 (380) replacement bulb as used in new vehicles&#44 12V 21/5W BAY15d twin filament&#44  Fully Road legal and ECE Reg 37 compliant<br/>
110318L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110320,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110320,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 21/5w
110320,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110322,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Interior.<br/>Parking lights and taillight.<br/>Indicator&#44 brake and fog light.
110322,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110325,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110325,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,28v optare
110325,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110332,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110332,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 12w
110332,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110348,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Lighting equipment and agricultural machinery.
110348,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110352,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Lighting equipment and agricultural machinery.
110352,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110356,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Floodlights.
110356,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110360,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Floodlights.
110360,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110360L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Off-Road Super Bright Bulb
110360L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Type of lamp: Halogen; Max. power consumption: 84 W; nominal Output 24V; TestVoltage 28.0 V; colour temperature 3200k luminous flux 1900lm; Length 67&#445 mm; Diameter 8.5 mm
110360L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110362,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110362,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 70w
110362,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110364,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Lighting equipment and agricultural machinery.
110364,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110369,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110369,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 70w
110369,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110369L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Car Head Light
110369L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Type of lamp: Halogen; Utilization: Headlight; Voltage: 24V; Watt: 70 W; Base: PX26d ECE: H7; Product reference: 64215;
110369L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110374,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110374,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 5w Capless
110374,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110375,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Floodlights.
110375,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110375L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Car
110375L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,P43t H4 Bilux 64196 75 Watt Volts 24 V 75 / 70 W Light Bulb-Bulb Halogen
110375L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110376,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110376,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 3w Capless
110376,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110380,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110380,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 3w
110380,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110380L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Engineered for trucks and buses
110380L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,OEM quality with an excellent price and performance ratio  24V 3W W2.1x9.5d (W3W) fully road legal and ECE approved<br/>
110380L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110380S,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
110380S,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 3w Capless
110380S,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110384,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110384,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 5w
110384,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110385,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110385,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 21/4w
110385,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110387,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Turn Signal.
110387,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110388,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110388,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1.2w Clear Wedge
110388,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110389,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110389,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1
110389,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110389L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Engineered for trucks and buses
110389L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,OEM quality with an excellent price and performance ratio 24V 1.2W W2.4x6d (508) fully road legal<br/>
110389L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110390,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110390,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1.2w Tacho c/w Grey Holder
110390,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110390L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Engineered for trucks and buses
110390L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,OEM quality with an excellent price and performance ratio 24V 1.2W B8.5d (508) fully road legal<br/>
110390L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110391,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110391,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2w Capless
110391,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110394,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110394,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1
110394,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110396,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110396,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2.8w
110396,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110400,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110400,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2
110400,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110402,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Automotive
110402,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,28v 40ma Clear Wedge
110402,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110416,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110416,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2.8w
110416,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110417,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110417,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2.8w
110417,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110425,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110425,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 2
110425,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110426,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110426,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1
110426,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110429,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110429,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 1
110429,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110460,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Parking&#44 tail&#44 stop&#44 boot and number plate light.<br/>Indicator.
110460,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110480,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Lighting equipment and agricultural machinery.
110480,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110484,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dipped beam&#44 main beam and fog light.<br/>Floodlights.
110484,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110486,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110486,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 20w
110486,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110486L,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110486L,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 20w
110486L,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
110668,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110668,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 20w
110668,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110670,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110670,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v 20w
110670,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110748,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Vehicle Lighting
110748,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12v 55w
110748,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
110757,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Commercial Vehicle Lighting
110757,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24v dash
110757,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
111066,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,For grasping and picking up of small metal and non-metal parts.
111066,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Movable bright LED for use in dark inaccessible places.<br/>4 fold curved gripper ensures a good grip.<br/>Strong magnet.
111066,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
111066,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Overall length: 650mm.<br/>Magnet diameter: 15mm.<br/>Batteries: incl. 3 Button Cells (S) LR 41 [Art: 172827].
113454,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Minor heating and shrink applications e.g. for shrink hoses and solder connectors.
113454,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Mini gas burner.<br/>Disposable lighter as an energy source: one way lighter.<br/>With switch-on.
113454,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
118204,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118204,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft 18W Warm White
118204,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118206,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118206,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft 18W Coolwhite
118206,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118210,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118210,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1ft 8W White
118210,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118212,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118212,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1ft 15W White
118212,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118214,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118214,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft 13W White
118214,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118216,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118216,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft 13W Coolwhite
118216,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118219,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118219,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft 18W White
118219,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118222,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118222,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,3ft 30W White
118222,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118224,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118224,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,4ft 36W White
118224,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118225,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118225,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,4ft 36W Coolwhite
118225,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118232,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118232,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,5ft 58W White
118232,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118236,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118236,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,6ft 70w White
118236,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118255,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118255,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,5ft 58W Coolwhite
118255,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118315,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118315,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,5ft 58w Coolwhite
118315,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118317,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118317,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,4ft 36w Coolwhite
118317,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118321,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118321,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Colour temperature 6500
118321,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118322,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118322,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,12in 8w Daylight
118322,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
118326,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118326,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,2ft t8 Coolwhite
118326,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
1185-24,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,A concentrated mixture of additives and low odour&#44 high<br/>flash solvents which when mixed with fuel (diesel or<br/>petrol) will reduce ash deposits&#44 improve burning/<br/>optimise mpg&#44 help emulsify water and reduce smoke<br/>emission.
1185-24,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Concentrated&#44 powerful glass cleaner with antifreeze.<br/>Temperature resistant up to -52ºc.<br/>Good cleaning effect.<br/>Contains no Methanol and is environmentally friendly.<br/>Harmless: polycarbonate glass&#44 car paint&#44<br/>windshield wipers&#44 window seals&#44 windshield washer pump.<br/>Pleasant odour.<br/>Tested in accordance with ASTM 1177-07.
1185-24,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,24
118600,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Light Fittings
118600,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,4ft 36W Coolwhite
118600,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
120233,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Large domestic appliance&#44 washing machines&#44 etc                 Heavy duty extension leads
120233,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Plain annealed flexible copper conductors         Rubber insulated                   Generally for use at -25'C to + 60'C&#44 mains 110 - 240V
120233,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
120233,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Stranding - 3 x 21/0.30                               Conductor - (mm2) 3 x 1.5                          Amperage - 15                                        Overall Diameter (mm) - 9.1              Core colours - Brown&#44 Blue & Green / Yellow                                                         Reel size - 50 metres
122051-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The sealing of compounds that are temperature-resistant from -10°c to + 120°c and resistant to gasoline&#44 oil&#44 steam&#44 weak acids etc.<br/>Material: Perbunan (NBR)<br/>Hardness: 70 Shore.
122051-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
122052-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The sealing of compounds that are temperature-resistant from -10°c to + 120°c and resistant to gasoline&#44 oil&#44 steam&#44 weak acids etc.<br/>Material: Perbunan (NBR)<br/>Hardness: 70 Shore.
122052-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
122053-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The sealing of compounds that are temperature-resistant from -10°c to + 120°c and resistant to gasoline&#44 oil&#44 steam&#44 weak acids etc.<br/>Material: Perbunan (NBR)<br/>Hardness: 70 Shore.
122053-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
